train_no,train_name,source,destination,day_of_week,is_weekend,distance_km,weather,congestion,historical_avg_delay,technical_issue,signal_issue,delay_minutes
12301,Howrah Rajdhani Express,Ajmer Jn,Kanpur Central,2,0,1598,Light Rain,Medium,1.3,0,0,41.0
12626,Kerala Express,Mughal Sarai,Patna Jn,1,0,952,Storm,Medium,7.7,1,0,77.4
12259,Sealdah Duronto Express,Lucknow NR,Kota Jn,5,1,977,Fog,High,8.4,0,0,84.9
12903,Golden Temple Mail,Kota Jn,Bhopal Jn,3,0,505,Storm,Low,20.9,0,0,35.4
12259,Sealdah Duronto Express,Ajmer Jn,Mumbai Central,0,0,688,Clear,Low,20.4,0,0,21.1
12301,Howrah Rajdhani Express,Delhi Junction,Patna Jn,4,0,2167,Storm,Medium,1.6,0,0,81.0
12301,Howrah Rajdhani Express,Kanpur Central,Howrah Jn,2,0,1159,Clear,Medium,10.9,0,0,35.3
12723,Telangana Express,Mughal Sarai,Lucknow NR,2,0,1613,Light Rain,Low,4.9,0,0,9.8
12009,Shatabdi Express,Mumbai Central,Bhopal Jn,2,0,1167,Clear,Low,12.4,0,0,18.6
12471,Swaraj Express,Nagpur Jn,Vijayawada Jn,0,0,916,Light Rain,Low,6.7,0,0,28.3
12626,Kerala Express,New Delhi,Mumbai Central,6,1,582,Clear,Low,18.6,0,0,23.0
12301,Howrah Rajdhani Express,Howrah Jn,New Delhi,1,0,711,Heavy Rain,Low,17.1,1,0,90.6
12471,Swaraj Express,New Delhi,Lucknow NR,4,0,810,Clear,High,11.6,0,0,46.1
12723,Telangana Express,Patna Jn,Howrah Jn,6,1,1124,Light Rain,Medium,7.8,0,0,41.0
12626,Kerala Express,Surat,Vadodara Jn,5,1,836,Heavy Rain,Medium,3.9,0,0,29.0
12471,Swaraj Express,Delhi Junction,New Delhi,1,0,552,Fog,Low,28.4,0,0,64.9
12841,Coromandel Express,Vadodara Jn,Patna Jn,5,1,2109,Fog,Low,32.4,0,0,93.1
12841,Coromandel Express,Kota Jn,Vadodara Jn,6,1,1483,Clear,Low,10.1,0,0,21.4
12626,Kerala Express,Patna Jn,Kanpur Central,4,0,264,Light Rain,Low,54.2,0,0,35.2
12951,Mumbai Rajdhani Express,Vijayawada Jn,Kanpur Central,6,1,2043,Clear,Medium,14.3,0,0,51.1
12723,Telangana Express,Kanpur Central,Lucknow NR,3,0,2129,Light Rain,Low,5.6,0,0,33.1
12723,Telangana Express,Mughal Sarai,Kota Jn,5,1,541,Clear,Medium,36.1,0,1,63.8
12951,Mumbai Rajdhani Express,Chennai Central,Bhopal Jn,3,0,652,Clear,Low,2.8,0,0,8.9
12009,Shatabdi Express,Nagpur Jn,Bhopal Jn,4,0,753,Clear,Low,36.5,0,1,53.5
12723,Telangana Express,Lucknow NR,Kanpur Central,5,1,1816,Light Rain,Medium,26.9,1,0,94.2
12951,Mumbai Rajdhani Express,Kanpur Central,Surat,2,0,472,Light Rain,Medium,46.1,0,0,45.6
12903,Golden Temple Mail,Kanpur Central,Chennai Central,2,0,184,Light Rain,High,25.1,0,0,47.7
12301,Howrah Rajdhani Express,Kanpur Central,Patna Jn,4,0,722,Heavy Rain,Low,18.0,0,0,50.1
12471,Swaraj Express,Bhopal Jn,Nagpur Jn,0,0,1612,Clear,Low,20.8,0,0,33.1
12723,Telangana Express,Delhi Junction,Lucknow NR,5,1,1809,Heavy Rain,High,0.0,0,0,69.7
12009,Shatabdi Express,Delhi Junction,Mumbai Central,2,0,1041,Light Rain,Low,26.7,0,0,33.2
12841,Coromandel Express,Howrah Jn,Vadodara Jn,3,0,700,Clear,Low,33.5,0,0,21.2
12903,Golden Temple Mail,New Delhi,Chennai Central,6,1,1060,Heavy Rain,High,13.2,0,0,69.9
12301,Howrah Rajdhani Express,Patna Jn,Chennai Central,3,0,173,Clear,Medium,21.2,0,0,29.2
12009,Shatabdi Express,Kota Jn,Surat,1,0,534,Fog,Medium,31.5,0,0,67.6
12471,Swaraj Express,Kota Jn,Nagpur Jn,5,1,933,Clear,Low,14.7,0,0,27.0
12301,Howrah Rajdhani Express,Kota Jn,Mumbai Central,2,0,1374,Storm,Low,31.0,0,1,89.4
12626,Kerala Express,Bhopal Jn,Kanpur Central,4,0,318,Light Rain,Medium,44.7,0,0,49.4
12009,Shatabdi Express,Mughal Sarai,Ajmer Jn,3,0,259,Fog,High,20.0,0,0,76.3
12951,Mumbai Rajdhani Express,Mughal Sarai,Mumbai Central,0,0,709,Heavy Rain,Low,4.8,0,1,73.0
12626,Kerala Express,Nagpur Jn,Kanpur Central,5,1,1312,Clear,Low,2.0,0,0,1.9
12471,Swaraj Express,Kota Jn,Howrah Jn,0,0,817,Clear,Low,12.1,0,0,6.8
12903,Golden Temple Mail,Lucknow NR,Kota Jn,1,0,1504,Clear,Low,29.1,1,0,81.0
12471,Swaraj Express,Chennai Central,Delhi Junction,4,0,2165,Fog,Low,10.8,0,0,55.9
12259,Sealdah Duronto Express,Vijayawada Jn,Surat,0,0,1615,Clear,Low,0.0,0,0,27.1
12841,Coromandel Express,Kota Jn,Vijayawada Jn,5,1,710,Clear,Low,0.0,1,0,72.2
12723,Telangana Express,Vadodara Jn,Howrah Jn,0,0,2039,Heavy Rain,Low,30.6,0,0,56.1
12626,Kerala Express,Bhopal Jn,Kota Jn,0,0,525,Fog,Medium,25.4,0,0,40.9
12723,Telangana Express,Vadodara Jn,Kota Jn,4,0,2112,Heavy Rain,Medium,26.7,0,0,82.5
12301,Howrah Rajdhani Express,Lucknow NR,Vadodara Jn,4,0,538,Clear,Low,14.3,0,0,3.0
12903,Golden Temple Mail,Howrah Jn,New Delhi,5,1,522,Clear,Low,1.8,0,0,10.8
12301,Howrah Rajdhani Express,Delhi Junction,Ajmer Jn,4,0,1939,Clear,Low,23.4,0,1,58.3
12723,Telangana Express,Surat,Mumbai Central,6,1,596,Clear,Medium,17.4,0,0,37.9
12301,Howrah Rajdhani Express,Lucknow NR,Mughal Sarai,2,0,2005,Heavy Rain,Medium,11.1,0,0,71.1
12259,Sealdah Duronto Express,Vadodara Jn,Lucknow NR,4,0,1883,Clear,Medium,8.2,0,0,45.5
12841,Coromandel Express,Surat,Mumbai Central,0,0,1867,Light Rain,Medium,26.6,0,0,53.3
12723,Telangana Express,Lucknow NR,Ajmer Jn,4,0,445,Fog,High,22.7,0,0,62.6
12903,Golden Temple Mail,Nagpur Jn,Vadodara Jn,3,0,591,Clear,High,37.4,0,0,56.5
12301,Howrah Rajdhani Express,Chennai Central,Lucknow NR,4,0,1899,Clear,Medium,12.6,0,0,35.5
12301,Howrah Rajdhani Express,Vadodara Jn,Chennai Central,0,0,1221,Clear,Medium,19.4,0,0,31.8
12951,Mumbai Rajdhani Express,Patna Jn,Ajmer Jn,2,0,1728,Clear,High,29.6,0,1,69.3
12626,Kerala Express,Kota Jn,Kanpur Central,1,0,847,Clear,Low,14.0,0,0,16.1
22439,Vande Bharat Express,Vijayawada Jn,Surat,2,0,1029,Light Rain,Low,15.9,0,0,30.4
12626,Kerala Express,Chennai Central,Kanpur Central,1,0,221,Clear,High,20.6,0,0,34.7
12841,Coromandel Express,Surat,Patna Jn,2,0,613,Light Rain,Low,4.8,0,0,24.7
12903,Golden Temple Mail,Patna Jn,Delhi Junction,4,0,1798,Light Rain,Low,20.9,0,0,33.5
12009,Shatabdi Express,Mumbai Central,Bhopal Jn,0,0,1590,Light Rain,High,14.8,0,1,97.0
12259,Sealdah Duronto Express,Patna Jn,Howrah Jn,0,0,293,Storm,High,30.8,0,0,75.9
12951,Mumbai Rajdhani Express,Vadodara Jn,Mumbai Central,0,0,1754,Clear,Medium,7.3,0,0,39.3
22439,Vande Bharat Express,Kanpur Central,Bhopal Jn,6,1,1556,Fog,High,17.2,0,0,110.0
12841,Coromandel Express,Mumbai Central,Mughal Sarai,4,0,316,Clear,Low,23.9,0,0,12.8
12951,Mumbai Rajdhani Express,Vijayawada Jn,Patna Jn,3,0,1813,Heavy Rain,Medium,25.2,0,0,75.3
12626,Kerala Express,Vijayawada Jn,Howrah Jn,2,0,1451,Fog,Medium,41.9,0,0,78.3
12301,Howrah Rajdhani Express,Mughal Sarai,Bhopal Jn,0,0,1404,Fog,Low,23.6,0,0,48.0
22439,Vande Bharat Express,Delhi Junction,Vadodara Jn,0,0,638,Heavy Rain,Low,6.9,0,0,35.7
12301,Howrah Rajdhani Express,Mughal Sarai,Kanpur Central,3,0,1653,Clear,Low,27.8,0,0,35.2
12951,Mumbai Rajdhani Express,New Delhi,Mughal Sarai,1,0,564,Light Rain,Medium,0.0,0,0,29.2
12301,Howrah Rajdhani Express,Delhi Junction,Vijayawada Jn,1,0,869,Heavy Rain,Low,2.7,1,0,56.5
22439,Vande Bharat Express,Mughal Sarai,Surat,2,0,1430,Storm,Medium,16.0,1,0,77.2
12626,Kerala Express,Mumbai Central,Mughal Sarai,1,0,1110,Clear,Low,16.1,0,0,14.4
12301,Howrah Rajdhani Express,Vijayawada Jn,Howrah Jn,5,1,982,Clear,Low,23.5,0,0,23.4
22439,Vande Bharat Express,Delhi Junction,Ajmer Jn,2,0,1481,Clear,Low,12.8,0,0,21.1
12259,Sealdah Duronto Express,Ajmer Jn,Mumbai Central,3,0,1047,Clear,Medium,0.0,0,0,31.5
12471,Swaraj Express,Bhopal Jn,Kota Jn,0,0,1976,Fog,Low,9.3,0,0,62.5
12903,Golden Temple Mail,Lucknow NR,Mumbai Central,4,0,1869,Clear,Low,0.3,1,0,49.3
12471,Swaraj Express,Vadodara Jn,Ajmer Jn,4,0,1380,Light Rain,Medium,0.0,0,0,34.0
12626,Kerala Express,Delhi Junction,Mumbai Central,6,1,452,Clear,Medium,25.0,0,0,37.6
22439,Vande Bharat Express,Vijayawada Jn,Howrah Jn,5,1,1644,Heavy Rain,Low,0.0,0,0,50.7
12903,Golden Temple Mail,Nagpur Jn,Ajmer Jn,2,0,2043,Light Rain,Low,42.4,0,0,46.4
12259,Sealdah Duronto Express,Mughal Sarai,New Delhi,0,0,2062,Clear,High,14.6,0,0,61.7
12009,Shatabdi Express,Vadodara Jn,Vijayawada Jn,0,0,2047,Clear,Medium,15.5,0,0,37.9
22439,Vande Bharat Express,Lucknow NR,New Delhi,0,0,457,Clear,Medium,8.3,0,0,24.5
12471,Swaraj Express,Mughal Sarai,Chennai Central,6,1,756,Light Rain,Low,29.7,0,0,31.1
12259,Sealdah Duronto Express,Ajmer Jn,Kota Jn,0,0,847,Clear,Low,34.7,0,0,35.3
12009,Shatabdi Express,Kota Jn,Chennai Central,5,1,969,Clear,Low,11.8,0,0,18.6
12626,Kerala Express,Lucknow NR,Howrah Jn,0,0,473,Light Rain,Low,13.6,0,0,26.8
12471,Swaraj Express,Mughal Sarai,Vadodara Jn,0,0,2119,Storm,Low,24.9,0,0,63.2
12723,Telangana Express,Kota Jn,Ajmer Jn,0,0,1860,Clear,Low,8.8,0,1,49.8
12903,Golden Temple Mail,Chennai Central,Mughal Sarai,6,1,1207,Clear,Low,20.5,1,0,62.6
12259,Sealdah Duronto Express,Howrah Jn,Mughal Sarai,5,1,1353,Clear,Medium,15.3,0,0,29.4
12301,Howrah Rajdhani Express,Vijayawada Jn,Chennai Central,3,0,1907,Fog,Medium,30.8,0,1,102.9
12009,Shatabdi Express,Surat,Ajmer Jn,1,0,1896,Fog,Medium,3.8,0,0,79.6
12903,Golden Temple Mail,Kanpur Central,New Delhi,1,0,1986,Storm,Medium,9.8,0,0,60.9
12009,Shatabdi Express,Howrah Jn,Ajmer Jn,0,0,531,Clear,Low,24.7,0,0,5.8
12626,Kerala Express,Vadodara Jn,Kota Jn,2,0,396,Fog,Medium,24.2,0,0,70.1
12471,Swaraj Express,Kanpur Central,Kota Jn,4,0,457,Clear,Low,28.8,0,0,28.2
12841,Coromandel Express,Delhi Junction,Lucknow NR,2,0,453,Clear,Medium,18.0,1,0,58.5
12723,Telangana Express,Lucknow NR,Kota Jn,3,0,1827,Heavy Rain,Low,27.0,0,0,52.9
12626,Kerala Express,New Delhi,Delhi Junction,3,0,942,Heavy Rain,Low,24.8,0,1,75.2
12009,Shatabdi Express,Mughal Sarai,Delhi Junction,5,1,458,Fog,High,28.4,0,0,57.9
12903,Golden Temple Mail,Delhi Junction,Nagpur Jn,1,0,906,Heavy Rain,Low,3.0,0,0,35.8
12951,Mumbai Rajdhani Express,Patna Jn,Lucknow NR,6,1,610,Light Rain,Low,0.0,0,0,12.6
12841,Coromandel Express,Lucknow NR,Mumbai Central,3,0,1405,Heavy Rain,Medium,22.0,0,0,41.7
12259,Sealdah Duronto Express,Delhi Junction,Lucknow NR,4,0,2174,Light Rain,High,17.1,0,0,78.1
12471,Swaraj Express,Lucknow NR,Howrah Jn,6,1,1860,Heavy Rain,Medium,8.2,0,0,58.1
12951,Mumbai Rajdhani Express,Lucknow NR,Delhi Junction,4,0,2122,Fog,Low,32.4,0,0,64.4
12626,Kerala Express,Mughal Sarai,Howrah Jn,0,0,247,Clear,Low,23.5,0,0,13.4
12471,Swaraj Express,Patna Jn,Nagpur Jn,4,0,932,Storm,Low,16.9,0,0,48.2
12009,Shatabdi Express,Chennai Central,Patna Jn,0,0,1855,Clear,Medium,3.0,0,0,44.0
12471,Swaraj Express,Bhopal Jn,Vadodara Jn,2,0,1117,Fog,Medium,23.3,0,0,73.5
12951,Mumbai Rajdhani Express,Howrah Jn,Kanpur Central,3,0,952,Clear,Medium,0.0,0,0,11.5
12301,Howrah Rajdhani Express,Surat,Vadodara Jn,4,0,1430,Clear,Medium,28.7,0,0,41.1
12841,Coromandel Express,Mumbai Central,New Delhi,0,0,911,Clear,Low,12.0,0,0,27.6
12723,Telangana Express,Vadodara Jn,Bhopal Jn,0,0,1593,Clear,Medium,13.0,0,0,28.3
12626,Kerala Express,Lucknow NR,Kota Jn,1,0,274,Clear,Medium,20.8,0,0,29.8
12841,Coromandel Express,Nagpur Jn,Kota Jn,4,0,2087,Clear,Low,14.7,0,0,26.0
12903,Golden Temple Mail,Vadodara Jn,Howrah Jn,6,1,1936,Clear,Medium,17.6,0,0,36.9
12841,Coromandel Express,Kota Jn,Delhi Junction,5,1,1819,Heavy Rain,Low,13.1,0,0,64.6
12841,Coromandel Express,Nagpur Jn,Vadodara Jn,0,0,1339,Storm,Medium,2.7,0,0,56.8
12903,Golden Temple Mail,Mughal Sarai,Delhi Junction,5,1,681,Light Rain,Low,24.2,0,0,22.0
12009,Shatabdi Express,Kota Jn,Vijayawada Jn,4,0,2183,Clear,Medium,39.2,0,0,51.3
12626,Kerala Express,Mughal Sarai,Vadodara Jn,3,0,745,Heavy Rain,Low,34.7,0,0,39.5
12903,Golden Temple Mail,Chennai Central,Kanpur Central,3,0,1199,Light Rain,Medium,34.0,0,0,47.4
12723,Telangana Express,Nagpur Jn,New Delhi,4,0,1600,Fog,Low,0.0,0,0,61.5
12301,Howrah Rajdhani Express,Vadodara Jn,Patna Jn,4,0,2158,Light Rain,High,28.4,0,0,72.4
12301,Howrah Rajdhani Express,Ajmer Jn,Vijayawada Jn,2,0,1821,Light Rain,Medium,0.0,0,0,49.2
12903,Golden Temple Mail,Vijayawada Jn,Ajmer Jn,2,0,1533,Light Rain,Medium,2.5,1,0,72.2
12301,Howrah Rajdhani Express,Ajmer Jn,Mumbai Central,4,0,1335,Light Rain,Medium,20.9,0,0,53.5
12259,Sealdah Duronto Express,Vijayawada Jn,Mumbai Central,0,0,1758,Light Rain,Low,6.8,0,0,31.5
22439,Vande Bharat Express,Howrah Jn,Vadodara Jn,5,1,867,Storm,Low,41.8,0,0,61.7
12626,Kerala Express,Nagpur Jn,Vadodara Jn,3,0,880,Light Rain,Medium,15.9,0,0,49.7
12259,Sealdah Duronto Express,Ajmer Jn,Surat,6,1,260,Fog,Low,30.3,0,0,39.5
12009,Shatabdi Express,Mughal Sarai,Bhopal Jn,4,0,717,Heavy Rain,Low,3.0,0,0,22.7
12903,Golden Temple Mail,Kanpur Central,Mumbai Central,4,0,475,Storm,High,14.7,0,0,71.9
12951,Mumbai Rajdhani Express,Surat,Vijayawada Jn,3,0,1831,Storm,Low,17.7,1,0,116.3
12951,Mumbai Rajdhani Express,Surat,Vijayawada Jn,1,0,1648,Fog,Medium,24.9,0,0,66.2
12903,Golden Temple Mail,Lucknow NR,Mughal Sarai,1,0,1239,Clear,Low,24.8,0,0,28.6
12009,Shatabdi Express,Mumbai Central,Howrah Jn,1,0,1116,Fog,Medium,19.6,0,0,64.7
12723,Telangana Express,Delhi Junction,Bhopal Jn,0,0,1193,Light Rain,Low,12.6,0,0,30.2
12723,Telangana Express,Mumbai Central,Patna Jn,4,0,1978,Heavy Rain,High,7.6,0,0,82.8
12471,Swaraj Express,Lucknow NR,Patna Jn,2,0,647,Heavy Rain,High,16.9,0,1,118.6
12841,Coromandel Express,Surat,Mughal Sarai,0,0,1989,Heavy Rain,Low,21.0,0,0,52.8
12626,Kerala Express,Chennai Central,Surat,3,0,1467,Heavy Rain,Medium,19.1,0,1,72.0
12301,Howrah Rajdhani Express,Kanpur Central,Ajmer Jn,1,0,1353,Clear,Medium,30.2,0,0,39.7
12723,Telangana Express,Surat,New Delhi,1,0,1555,Heavy Rain,Low,30.7,0,0,60.3
12259,Sealdah Duronto Express,Howrah Jn,Chennai Central,5,1,1835,Clear,Low,8.5,0,0,26.7
12903,Golden Temple Mail,New Delhi,Kanpur Central,6,1,1055,Heavy Rain,Medium,11.3,0,0,40.9
12009,Shatabdi Express,Chennai Central,Lucknow NR,1,0,782,Heavy Rain,Low,16.3,0,0,53.2
12951,Mumbai Rajdhani Express,Kota Jn,Mumbai Central,1,0,2104,Clear,Low,20.8,0,0,10.2
12259,Sealdah Duronto Express,Patna Jn,Mumbai Central,0,0,1209,Storm,Low,30.9,0,0,54.6
12903,Golden Temple Mail,Kanpur Central,Lucknow NR,1,0,1123,Fog,Medium,11.3,0,0,66.9
12951,Mumbai Rajdhani Express,Mumbai Central,Lucknow NR,5,1,1062,Light Rain,Low,7.9,0,0,22.9
12903,Golden Temple Mail,Bhopal Jn,New Delhi,4,0,1703,Fog,Low,18.9,0,0,78.1
12903,Golden Temple Mail,New Delhi,Vijayawada Jn,5,1,1374,Storm,Low,33.1,0,0,57.8
12301,Howrah Rajdhani Express,New Delhi,Vijayawada Jn,1,0,2062,Clear,Low,36.5,0,0,38.9
12471,Swaraj Express,Vijayawada Jn,Nagpur Jn,2,0,1164,Clear,Low,25.0,0,0,15.3
12723,Telangana Express,New Delhi,Delhi Junction,0,0,1229,Light Rain,Low,28.1,0,0,25.4
12009,Shatabdi Express,Lucknow NR,Chennai Central,6,1,195,Storm,Low,17.3,0,0,49.1
22439,Vande Bharat Express,Mumbai Central,New Delhi,1,0,2193,Clear,Low,35.0,0,0,33.3
12903,Golden Temple Mail,Kanpur Central,Mumbai Central,3,0,1348,Fog,Low,0.0,1,0,102.9
12723,Telangana Express,Vadodara Jn,Bhopal Jn,0,0,590,Clear,High,7.3,0,1,65.6
12723,Telangana Express,Mumbai Central,Delhi Junction,1,0,398,Clear,Medium,42.7,0,0,34.7
22439,Vande Bharat Express,Ajmer Jn,Chennai Central,4,0,208,Clear,Medium,2.2,0,0,18.4
12723,Telangana Express,Vijayawada Jn,Surat,4,0,1362,Fog,High,11.2,0,0,77.5
22439,Vande Bharat Express,Bhopal Jn,Lucknow NR,6,1,2060,Light Rain,Medium,9.7,0,0,57.4
12951,Mumbai Rajdhani Express,Vadodara Jn,Delhi Junction,2,0,451,Light Rain,Medium,15.9,0,0,41.8
12951,Mumbai Rajdhani Express,New Delhi,Kota Jn,6,1,1676,Heavy Rain,Medium,1.0,1,0,81.7
12471,Swaraj Express,Vijayawada Jn,Patna Jn,1,0,596,Fog,Low,6.7,0,1,89.3
22439,Vande Bharat Express,Surat,Howrah Jn,2,0,1597,Heavy Rain,Medium,31.0,0,0,71.0
12301,Howrah Rajdhani Express,Lucknow NR,Kanpur Central,4,0,739,Storm,Low,19.7,0,0,47.2
12626,Kerala Express,Surat,Patna Jn,5,1,599,Clear,Low,0.0,0,0,5.7
12903,Golden Temple Mail,Ajmer Jn,Delhi Junction,1,0,1693,Clear,Medium,17.0,0,1,64.9
12009,Shatabdi Express,Ajmer Jn,Mumbai Central,5,1,1644,Fog,High,18.3,0,0,95.6
12259,Sealdah Duronto Express,Bhopal Jn,Vijayawada Jn,2,0,914,Heavy Rain,Medium,29.7,0,0,51.1
22439,Vande Bharat Express,Kanpur Central,Mumbai Central,5,1,908,Clear,High,21.0,0,0,51.0
12903,Golden Temple Mail,Vadodara Jn,Mumbai Central,0,0,497,Light Rain,High,37.5,0,1,86.6
12626,Kerala Express,Vijayawada Jn,Chennai Central,6,1,1112,Heavy Rain,Medium,10.0,0,0,41.3
12951,Mumbai Rajdhani Express,Vadodara Jn,Chennai Central,0,0,1531,Fog,Low,10.4,0,0,51.6
12301,Howrah Rajdhani Express,Ajmer Jn,Vijayawada Jn,0,0,759,Light Rain,High,14.0,0,0,50.0
12471,Swaraj Express,New Delhi,Delhi Junction,1,0,590,Clear,Low,2.4,0,0,3.3
12009,Shatabdi Express,Vadodara Jn,Ajmer Jn,4,0,1386,Clear,Low,19.3,0,0,30.6
12841,Coromandel Express,Vijayawada Jn,Howrah Jn,6,1,1634,Clear,High,8.6,1,0,73.9
12626,Kerala Express,Surat,New Delhi,4,0,1335,Storm,Medium,32.9,0,0,69.3
12841,Coromandel Express,Howrah Jn,Vijayawada Jn,5,1,1143,Fog,High,9.8,0,0,76.6
12009,Shatabdi Express,Mughal Sarai,Howrah Jn,5,1,944,Light Rain,High,7.9,0,0,52.6
12301,Howrah Rajdhani Express,Surat,Chennai Central,3,0,1740,Heavy Rain,Low,11.0,0,0,44.3
12471,Swaraj Express,New Delhi,Chennai Central,4,0,2026,Clear,High,31.4,0,0,61.9
12626,Kerala Express,Ajmer Jn,Mumbai Central,2,0,2003,Clear,Medium,22.2,0,0,35.1
12903,Golden Temple Mail,Kanpur Central,New Delhi,4,0,1485,Clear,Low,13.9,1,0,63.9
12723,Telangana Express,Surat,Vadodara Jn,4,0,1663,Heavy Rain,Low,25.4,0,0,41.5
12009,Shatabdi Express,Mumbai Central,Lucknow NR,3,0,1436,Clear,Low,29.9,0,0,31.5
22439,Vande Bharat Express,Vadodara Jn,Kanpur Central,3,0,808,Clear,Medium,22.1,0,0,34.5
12903,Golden Temple Mail,Vadodara Jn,Mughal Sarai,0,0,747,Clear,Low,10.3,0,0,11.4
12471,Swaraj Express,Mughal Sarai,Kanpur Central,1,0,1879,Clear,Medium,25.7,0,0,42.1
12009,Shatabdi Express,Lucknow NR,Mumbai Central,5,1,1913,Fog,Low,0.0,1,0,82.2
12841,Coromandel Express,Vijayawada Jn,Mumbai Central,3,0,2184,Light Rain,Medium,0.0,0,0,42.7
12471,Swaraj Express,Kanpur Central,Nagpur Jn,4,0,1098,Clear,Medium,7.8,0,0,22.5
12009,Shatabdi Express,Howrah Jn,Kota Jn,4,0,1631,Clear,Low,31.8,0,0,27.7
12259,Sealdah Duronto Express,Lucknow NR,Ajmer Jn,1,0,430,Light Rain,Medium,25.7,0,0,44.9
12903,Golden Temple Mail,Delhi Junction,New Delhi,5,1,1924,Clear,Medium,0.0,0,0,43.1
12723,Telangana Express,Mughal Sarai,Mumbai Central,5,1,823,Light Rain,Medium,5.9,0,0,37.5
12301,Howrah Rajdhani Express,Patna Jn,Nagpur Jn,1,0,754,Storm,Low,0.0,0,0,52.9
12301,Howrah Rajdhani Express,Vadodara Jn,Howrah Jn,3,0,1659,Light Rain,Medium,7.9,0,0,35.7
12301,Howrah Rajdhani Express,Ajmer Jn,Nagpur Jn,1,0,520,Clear,High,26.4,0,1,67.3
12259,Sealdah Duronto Express,Mughal Sarai,Vijayawada Jn,5,1,561,Storm,Low,1.9,0,1,91.8
12009,Shatabdi Express,Surat,Ajmer Jn,1,0,911,Clear,High,18.8,0,0,50.0
12841,Coromandel Express,Delhi Junction,Kota Jn,2,0,826,Fog,Medium,23.1,0,0,56.9
12009,Shatabdi Express,Vadodara Jn,Bhopal Jn,4,0,300,Clear,High,17.6,0,0,46.1
12723,Telangana Express,Surat,New Delhi,0,0,1038,Heavy Rain,Low,16.7,0,0,32.9
12903,Golden Temple Mail,Kanpur Central,Nagpur Jn,1,0,1326,Clear,Medium,15.1,0,0,34.9
12301,Howrah Rajdhani Express,Vijayawada Jn,Delhi Junction,0,0,1154,Clear,Medium,28.5,0,0,46.2
22439,Vande Bharat Express,New Delhi,Kota Jn,1,0,1462,Heavy Rain,Medium,17.2,0,0,65.4
12009,Shatabdi Express,Kota Jn,Patna Jn,5,1,155,Heavy Rain,High,6.5,0,0,48.1
12259,Sealdah Duronto Express,Surat,Patna Jn,4,0,1568,Clear,Medium,28.5,0,0,43.3
12903,Golden Temple Mail,Chennai Central,Delhi Junction,4,0,2031,Heavy Rain,High,21.2,0,0,75.6
12626,Kerala Express,Kanpur Central,Vadodara Jn,5,1,752,Storm,Low,11.6,0,1,75.0
12951,Mumbai Rajdhani Express,Chennai Central,Kota Jn,1,0,326,Clear,Low,29.9,0,0,20.5
12259,Sealdah Duronto Express,Delhi Junction,Ajmer Jn,6,1,1174,Fog,High,31.0,0,0,96.2
12259,Sealdah Duronto Express,Delhi Junction,New Delhi,2,0,1467,Heavy Rain,Low,3.0,0,0,39.2
12259,Sealdah Duronto Express,Ajmer Jn,Kanpur Central,2,0,1365,Clear,Medium,6.2,1,1,101.1
12841,Coromandel Express,Mumbai Central,Patna Jn,6,1,208,Storm,Low,9.0,0,0,32.6
12626,Kerala Express,Vijayawada Jn,Lucknow NR,2,0,605,Storm,Low,16.1,0,0,37.4
12951,Mumbai Rajdhani Express,Chennai Central,Kanpur Central,1,0,1959,Fog,Medium,2.0,0,0,73.8
12626,Kerala Express,Howrah Jn,Lucknow NR,6,1,403,Fog,Medium,29.5,0,0,63.3
12259,Sealdah Duronto Express,Chennai Central,Surat,3,0,876,Clear,Low,28.1,0,0,24.4
12951,Mumbai Rajdhani Express,Mughal Sarai,New Delhi,5,1,2089,Light Rain,Low,15.9,0,0,34.4
12259,Sealdah Duronto Express,Patna Jn,Delhi Junction,6,1,305,Clear,Medium,29.1,0,0,26.7
12903,Golden Temple Mail,Mumbai Central,Ajmer Jn,5,1,1706,Light Rain,Low,26.4,0,0,36.1
12723,Telangana Express,Bhopal Jn,New Delhi,0,0,1644,Clear,Medium,19.4,0,0,35.3
12841,Coromandel Express,Howrah Jn,Bhopal Jn,3,0,583,Clear,Low,12.3,0,0,14.8
12471,Swaraj Express,Nagpur Jn,Bhopal Jn,2,0,1612,Fog,Low,21.0,0,0,48.3
12301,Howrah Rajdhani Express,Kota Jn,New Delhi,3,0,1837,Clear,Low,24.7,0,0,31.2
12626,Kerala Express,Lucknow NR,Ajmer Jn,3,0,575,Clear,High,15.9,0,0,39.1
12903,Golden Temple Mail,Lucknow NR,Chennai Central,4,0,1103,Light Rain,Medium,20.0,0,0,41.1
12301,Howrah Rajdhani Express,Surat,Ajmer Jn,4,0,977,Clear,High,32.6,0,0,62.0
12471,Swaraj Express,Howrah Jn,Vijayawada Jn,0,0,682,Clear,Low,17.4,0,0,20.8
12903,Golden Temple Mail,Kota Jn,Mumbai Central,3,0,615,Clear,Low,16.8,0,0,14.9
12301,Howrah Rajdhani Express,Patna Jn,Mumbai Central,1,0,790,Clear,Medium,21.7,0,0,27.6
12841,Coromandel Express,Surat,Vadodara Jn,0,0,962,Clear,Low,36.5,0,1,67.1
12723,Telangana Express,Howrah Jn,Ajmer Jn,6,1,643,Storm,Medium,14.8,0,0,56.9
12471,Swaraj Express,Kota Jn,Delhi Junction,1,0,2159,Heavy Rain,Low,5.7,0,0,46.9
